Kg_Fuel;Inner Tank LH X-arm;Inner Tank LH Y-arm;Moment_X_ILH;Moment_Y_ILH;Inner Tank RH X-arm;Inner Tank RH Y-arm;Moment_X_IRH;Moment_Y_IRH
14530;30,7346418;;446574,3454;;30,7346418;;446574,3454;
14535;30,73483245;;446730,7897;;30,73483245;;446730,7897;
14540;30,7350232;;446887,2373;;30,7350232;;446887,2373;
14545;30,73521405;;447043,6884;;30,73521405;;447043,6884;
14550;30,735405;;447200,1428;;30,735405;;447200,1428;
14555;30,73559605;;447356,6005;;30,73559605;;447356,6005;
14560;30,7357872;;447513,0616;;30,7357872;;447513,0616;
14565;30,73597845;;447669,5261;;30,73597845;;447669,5261;
14570;30,7361698;;447825,994;;30,7361698;;447825,994;
14575;30,73636125;;447982,4652;;30,73636125;;447982,4652;
14580;30,7365528;;448138,9398;;30,7365528;;448138,9398;
14585;30,73674445;;448295,4178;;30,73674445;;448295,4178;
14590;30,7369362;;448451,8992;;30,7369362;;448451,8992;
14595;30,73712805;;448608,3839;;30,73712805;;448608,3839;
14600;30,73732;;448764,872;;30,73732;;448764,872;
14605;30,73751205;;448921,3635;;30,73751205;;448921,3635;
14610;30,7377042;;449077,8584;;30,7377042;;449077,8584;
14615;30,73789645;;449234,3566;;30,73789645;;449234,3566;
14620;30,7380888;;449390,8583;;30,7380888;;449390,8583;
14625;30,73828125;;449547,3633;;30,73828125;;449547,3633;
14630;30,7384738;;449703,8717;;30,7384738;;449703,8717;
14635;30,73866645;;449860,3835;;30,73866645;;449860,3835;
14640;30,7388592;;450016,8987;;30,7388592;;450016,8987;
14645;30,73905205;;450173,4173;;30,73905205;;450173,4173;
14650;30,739245;;450329,9393;;30,739245;;450329,9393;
14655;30,73943805;;450486,4646;;30,73943805;;450486,4646;
14660;30,7396312;;450642,9934;;30,7396312;;450642,9934;
14665;30,73982445;;450799,5256;;30,73982445;;450799,5256;
14670;30,7400178;;450956,0611;;30,7400178;;450956,0611;
14675;30,74021125;;451112,6001;;30,74021125;;451112,6001;
14680;30,7404048;;451269,1425;;30,7404048;;451269,1425;
14685;30,74059845;;451425,6882;;30,74059845;;451425,6882;
14690;30,7407922;;451582,2374;;30,7407922;;451582,2374;
14695;30,74098605;;451738,79;;30,74098605;;451738,79;
14700;30,74118;;451895,346;;30,74118;;451895,346;
14705;30,74137405;;452051,9054;;30,74137405;;452051,9054;
14710;30,7415682;;452208,4682;;30,7415682;;452208,4682;
14715;30,74176245;;452365,0345;;30,74176245;;452365,0345;
14720;30,7419568;;452521,6041;;30,7419568;;452521,6041;
14725;30,74215125;;452678,1772;;30,74215125;;452678,1772;
14730;30,7423458;;452834,7536;;30,7423458;;452834,7536;
14735;30,74254045;;452991,3335;;30,74254045;;452991,3335;
14740;30,7427352;;453147,9168;;30,7427352;;453147,9168;
14745;30,74293005;;453304,5036;;30,74293005;;453304,5036;
14750;30,743125;;453461,0938;;30,743125;;453461,0938;
14755;30,74332005;;453617,6873;;30,74332005;;453617,6873;
14760;30,7435152;;453774,2844;;30,7435152;;453774,2844;
14765;30,74371045;;453930,8848;;30,74371045;;453930,8848;
14770;30,7439058;;454087,4887;;30,7439058;;454087,4887;
